Cabeçalho ==========
Este cabeçalho deve ser removido
Você deve fazer um tratamento de strings
Nós armazenaremos tudo que estiver depois de testes

TESTE
ID,A,B
101,10201,0.0099009900990099
102,10404,0.00980392156862745
103,10609,0.00970873786407767
104,10816,0.00961538461538462
105,11025,0.00952380952380952
106,11236,0.00943396226415094
107,11449,0.00934579439252336
108,11664,0.00925925925925926
109,11881,0.00917431192660551
110,12100,0.00909090909090909
111,12321,0.00900900900900901
112,12544,0.00892857142857143
113,12769,0.00884955752212389
114,12996,0.0087719298245614
115,13225,0.00869565217391304
116,13456,0.00862068965517241
117,13689,0.00854700854700855
118,13924,0.00847457627118644
119,14161,0.00840336134453781
120,14400,0.00833333333333333
121,14641,0.00826446280991736
122,14884,0.00819672131147541
123,15129,0.00813008130081301
124,15376,0.00806451612903226
125,15625,0.008
126,15876,0.00793650793650794
127,16129,0.0078740157480315
128,16384,0.0078125
129,16641,0.00775193798449612
130,16900,0.00769230769230769
131,17161,0.00763358778625954
132,17424,0.00757575757575758
133,17689,0.0075187969924812
134,17956,0.00746268656716418
135,18225,0.00740740740740741
136,18496,0.00735294117647059
137,18769,0.0072992700729927
138,19044,0.0072463768115942
139,19321,0.00719424460431655
140,19600,0.00714285714285714
141,19881,0.00709219858156028
142,20164,0.00704225352112676
143,20449,0.00699300699300699
144,20736,0.00694444444444444
145,21025,0.00689655172413793
146,21316,0.00684931506849315
147,21609,0.00680272108843537
148,21904,0.00675675675675676
149,22201,0.00671140939597315
150,22500,0.00666666666666667
