Cabeçalho ==========
Este cabeçalho deve ser removido
Você deve fazer um tratamento de strings
Nós armazenaremos tudo que estiver depois de testes

TESTE
ID,A,B
201,40401,0.00497512437810945
202,40804,0.00495049504950495
203,41209,0.00492610837438424
204,41616,0.00490196078431373
205,42025,0.0048780487804878
206,42436,0.00485436893203883
207,42849,0.00483091787439614
208,43264,0.00480769230769231
209,43681,0.00478468899521531
210,44100,0.00476190476190476
211,44521,0.004739336492891
212,44944,0.00471698113207547
213,45369,0.00469483568075117
214,45796,0.00467289719626168
215,46225,0.00465116279069767
216,46656,0.00462962962962963
217,47089,0.00460829493087558
218,47524,0.00458715596330275
219,47961,0.0045662100456621
220,48400,0.00454545454545455
221,48841,0.00452488687782805
222,49284,0.0045045045045045
223,49729,0.00448430493273543
224,50176,0.00446428571428571
225,50625,0.00444444444444444
226,51076,0.00442477876106195
227,51529,0.00440528634361234
228,51984,0.0043859649122807
229,52441,0.00436681222707424
230,52900,0.00434782608695652
231,53361,0.00432900432900433
232,53824,0.00431034482758621
233,54289,0.00429184549356223
234,54756,0.00427350427350427
235,55225,0.00425531914893617
236,55696,0.00423728813559322
237,56169,0.00421940928270042
238,56644,0.00420168067226891
239,57121,0.00418410041841004
240,57600,0.00416666666666667
241,58081,0.004149377593361
242,58564,0.00413223140495868
243,59049,0.00411522633744856
244,59536,0.00409836065573771
245,60025,0.00408163265306122
246,60516,0.0040650406504065
247,61009,0.00404858299595142
248,61504,0.00403225806451613
249,62001,0.00401606425702811
250,62500,0.004
